Index,X,Y,Area,Diameter
1,2.068,2.6474,0.0034854068147745698,0.06661649785196161
2,2.5005,2.6453,0.0052158140467409055,0.08149221252546562
3,2.6686,2.6263,0.0052158140467409055,0.08149221252546562
4,1.6324,2.492,0.009333914978629782,0.10901518086022377
5,1.8153,2.4243,0.004196349320931282,0.07309553952829308
6,3.0354,2.3937,0.000641636790147724,0.028582465508997283
7,1.3227,2.399,0.01243031551645068,0.1258044882708089
8,2.4465,2.3588,0.002472649093740009,0.05610948766833771
9,1.9909,2.3979,0.016492524741880694,0.14491009175997915
10,2.6062,2.3112,0.006968577961290786,0.09419484609513075
11,2.289,2.2869,0.014165194084933724,0.13429700394195782
12,1.9295,2.2605,0.0060430113023320475,0.08771659454978117
13,3.082,2.233,0.00968044355867472,0.11102037447910829
14,1.6906,2.2319,0.011616532270409664,0.12161672688975693
15,2.714,2.1812,0.00575237442874597,0.0855812514444765
16,1.3607,2.1621,0.008256322878102943,0.10252939472415849
17,2.1886,2.1611,0.017451626424714747,0.1490640831451089
18,2.3461,2.1124,0.005313065615979324,0.0822484361312576
19,1.4696,2.0733,0.0003867706086953179,0.022191251288112807
20,1.8132,2.1008,0.007259214834876862,0.0961390627762376
21,1.8714,2.0427,0.000840611265141269,0.03271543220756404
22,1.1144,2.067,0.008973972389034716,0.10689254660209234
23,1.9961,2.0543,0.019508441222400832,0.15760367641810363
24,2.2277,2.0131,0.0060430113023320475,0.08771659454978117
25,1.772,1.9919,0.0017751205971334243,0.04754107425105339
26,1.3967,2.012,0.01042044975219004,0.11518562713469978
27,2.6612,1.92,0.0014688340457388663,0.04324554996399122
28,2.5491,1.9475,0.010051564489561557,0.11312846412183578
29,2.1378,1.9137,0.0028460056928852006,0.06019673573145669
30,2.8039,1.9443,0.018468855482266018,0.1533469176280368
31,1.1249,1.9094,0.008256322878102943,0.10252939472415849
32,1.8333,1.8566,0.0010708850957517762,0.0369255094992427
33,1.5711,1.8661,0.0032573686524224174,0.06440039270101472
34,2.2594,1.8629,0.0030583941774288722,0.06240247118576483
35,2.4095,1.8767,0.01507511106608398,0.1385432335071359
36,2.7257,1.8333,0.0032573686524224174,0.06440039270101472
37,1.6589,1.827,0.0075878580688549645,0.09829120486139097
38,2.2731,1.7794,0.0021127065041449448,0.051865031258994984
39,1.347,1.7953,0.01372029610152119,0.132171190362849
40,2.6538,1.7635,0.006335883844176479,0.08981702433978835
41,1.0922,1.7794,0.012012245552138399,0.12367079711092542
42,2.0691,1.7731,0.014632448750929802,0.13649400128208736
43,2.4042,1.7212,0.003017034314649315,0.06197908838660389
44,3.212,1.7519,0.018468855482266018,0.1533469176280368
45,1.662,1.7212,0.0075878580688549645,0.09829120486139097
46,2.2605,1.6864,0.0019293817069598806,0.04956374770121757
47,2.4867,1.6747,0.0021127065041449448,0.051865031258994984
48,2.9932,1.661,0.0052158140467409055,0.08149221252546562
49,1.846,1.6472,0.0052158140467409055,0.08149221252546562
50,2.1325,1.6028,0.001625330823823677,0.04549104833007572
51,1.5891,1.6219,0.006968577961290786,0.09419484609513075
52,2.2182,1.5584,0.000744477530032028,0.030787955947148192
53,2.1642,1.5553,0.0010708850957517762,0.0369255094992427
54,1.883,1.5616,0.0034854068147745698,0.06661649785196161
55,2.7923,1.5468,0.002472649093740009,0.05610948766833771
56,2.0638,1.4971,0.0014688340457388663,0.04324554996399122
57,2.1156,1.4876,0.0009412163367672186,0.03461782575672238
58,3.1105,1.4812,0.0032573686524224174,0.06440039270101472
59,2.2922,1.4992,0.018602995577767286,0.15390279276266128
60,3.2554,1.4083,0.0004560763247043055,0.024097601790032886
61,1.5997,1.4168,0.007259214834876862,0.0961390627762376
62,1.274,1.3988,0.0032573686524224174,0.06440039270101472
63,1.9623,1.3882,0.002472649093740009,0.05610948766833771
64,2.0374,1.3734,0.001202789522994688,0.03913360684462883
65,1.219,1.3449,0.0030583941774288722,0.06240247118576483
66,2.3376,1.3501,0.0060430113023320475,0.08771659454978117
67,2.5311,1.3501,0.014632448750929802,0.13649400128208736
68,1.7984,1.2814,0.000840611265141269,0.03271543220756404
69,2.1315,1.2338,0.0037067379723516596,0.06869909292246562
70,1.9052,1.2391,0.004925177173154828,0.0791892059670235
71,1.3755,1.2138,0.006968577961290786,0.09419484609513075
72,1.6546,1.2434,0.019508441222400832,0.15760367641810363
73,2.3271,1.1715,0.000744477530032028,0.030787955947148192
74,2.0564,1.1672,0.004417680478508371,0.07499843652531307
75,2.4444,1.1503,0.006335883844176479,0.08981702433978835
76,1.2286,1.1408,0.008611794131181297,0.10471330784068576
77,1.3364,1.0827,0.0013414009550126633,0.04132704612318228
78,2.9836,1.0922,0.0030583941774288722,0.06240247118576483
79,2.842,1.1133,0.015998442056784364,0.14272298021290056
80,1.8999,1.1006,0.01602415224175544,0.14283761516162202
81,1.6155,1.0869,0.00968044355867472,0.11102037447910829
82,1.4538,1.0626,0.014165194084933724,0.13429700394195782
83,2.0828,0.9875,0.000840611265141269,0.03271543220756404
84,2.972,0.978,0.0003867706086953179,0.022191251288112807
85,2.5089,0.9928,0.007912029966316358,0.10036886684746224
86,2.2562,1.0044,0.03470651404269431,0.2102134775390594
87,1.8407,0.9114,0.004681489332994194,0.07720529351685705
88,1.3649,0.9103,0.006968577961290786,0.09419484609513075
89,2.4159,0.8744,0.002653738222666719,0.05812782850300253
90,2.7383,0.8511,0.009333914978629782,0.10901518086022377
91,1.7149,0.8183,0.010051564489561557,0.11312846412183578
92,1.7709,0.7179,0.0052158140467409055,0.08149221252546562
93,2.5131,0.7105,0.015520009049496514,0.14057271874893273
94,2.1949,0.4885,0.000840611265141269,0.03271543220756404
